,Unnamed: 0.1,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass.1,MoSold.1,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,log_GrLivArea,bc_GrLivArea,log_price,log_LotArea,bc_LotArea,yeo_MasVnrArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_2ndFlrSF,yeo_GarageArea,yeo_WoodDeckSF,log_WoodDeckSF,yeo_OpenPorchSF,has_pool,yeo_LotFrontage,yeo_BsmtFinSF1,log_BsmtFinSF1,log_OpenPorchSF
655,656,527450520,987,100500,160,RM,21.0,1890,Pave,None,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,422.0,3,3,CBlock,3,3,0,2,483.0,1,0.0,0.0,483.0,GasA,4,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,3,5,8,0,0,Detchd,1975.0,Unf,1.0,352.0,3,3,Y,411,0,0,0,0,0,,No,No,0,4,2008,WD ,Normal,160,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6.894670039433482,7.9239248687712855,11.517913006481267,7.5443321080536885,14.86466324204435,2.817226951443144,6.0473721790462776,164.81808155772387,6.180016653652572,4.558833651842409,143.20736167861045,5.072055332664268,6.021023349349527,0.0,False,12.693277564518809,16.390451587809824,6.182084906716632,0.0
2099,283,905103130,1064,153600,20,RL,0.0,11327,Pave,None,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,305.0,3,3,CBlock,3,3,2,5,779.0,1,0.0,285.0,1064.0,GasA,3,Y,SBrkr,1064,0,0,0.0,1.0,1,0,3,1,3,6,8,1,3,Attchd,1967.0,Unf,2.0,528.0,3,3,Y,314,48,0,0,0,0,,No,No,0,6,2006,WD ,Normal,20,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6.96979066990159,8.022684355072593,11.94210709969571,9.334944535200714,21.99112131987588,2.760334984793396,5.723585101952381,308.06027030514326,6.96979066990159,-0.0,199.38916893057385,4.882034034662126,5.752572638825633,4.0064388414141625,False,0.0,19.21579737937421,6.659293919683638,3.8918202981106265
553,554,534176230,1645,171000,60,RL,80.0,9600,Pave,None,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,5,329.0,1,0.0,386.0,715.0,GasA,3,Y,SBrkr,930,715,0,0.0,0.0,1,2,4,1,3,7,8,0,0,Attchd,1971.0,RFn,2.0,441.0,3,3,Y,0,78,0,0,0,0,,GdWo,No,0,6,2010,WD ,Normal,60,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,7.405495663199472,8.601306618403674,12.049418835484797,9.169518377455928,21.241998181469803,-0.0,0.0,224.90586219965303,6.835184586147301,4.736174899295596,172.1470487642415,-0.0,0.0,4.514271475225914,False,36.80047866928243,14.378008100456547,5.799092654460526,4.3694478524670215
1806,807,528188150,1626,154000,160,RL,36.0,2448,Pave,None,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,0,6,573.0,1,0.0,191.0,764.0,GasA,5,Y,SBrkr,764,862,0,1.0,0.0,2,1,2,1,4,6,8,0,0,BuiltIn,2003.0,RFn,2.0,474.0,3,3,Y,0,27,0,0,0,0,,No,No,0,10,2008,WD ,Normal,160,10,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,7.3938782901077555,8.585749123964343,11.944707881395766,7.803026643632217,15.7700707654771,2.533306987044128,4.672828834461906,237.02559266738103,6.638567789166521,4.828373041027434,182.58926863957407,-0.0,0.0,3.4159958658691907,False,19.565590556330452,17.357588426472944,6.352629396319567,3.332204510175204
279,280,908201040,698,118000,20,RL,50.0,9405,Pave,None,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,0,1,0.0,1,0.0,698.0,698.0,GasA,5,Y,SBrkr,698,0,0,0.0,1.0,1,0,2,1,3,4,8,0,0,No,,No,0.0,0.0,0,0,Y,0,200,0,0,0,0,,No,No,0,6,2009,WD ,Normal,20,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,6.548219102762372,7.472223233402768,11.678439903447801,9.14899674173513,21.150469619972487,-0.0,0.0,220.66050404844756,6.548219102762372,-0.0,0.0,-0.0,0.0,5.517648486526387,False,25.401336691219907,0.0,0.0,5.303304908059076
2179,363,909275110,1718,238000,70,RL,60.0,7230,Pave,None,4,Lvl,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,1927,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,851.0,851.0,GasA,4,Y,SBrkr,867,851,0,0.0,0.0,2,1,4,1,4,8,8,1,3,Detchd,1927.0,Unf,2.0,264.0,3,3,Y,291,0,60,0,153,0,,GdPrv,No,0,10,2007,WD ,Normal,70,10,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.4489161025442,8.659516626325498,12.380025952653611,8.88599431515281,20.00419845687962,-0.0,0.0,258.14988590877846,6.7650389767805414,4.822097409229256,113.19834060895333,4.8278216166287695,5.676753802268282,0.0,False,29.3400451163643,0.0,0.0,0.0
253,254,909425060,1564,174500,70,RL,75.0,12000,Pave,None,4,Bnk,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,275.0,1,0.0,429.0,704.0,GasA,5,Y,SBrkr,860,704,0,0.0,0.0,1,1,3,1,2,7,8,1,4,Attchd,1941.0,Unf,1.0,234.0,3,3,Y,0,0,0,0,0,0,,No,No,0,7,2009,WD ,Normal,70,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,7.355001921105257,8.533739379871033,12.069680020624618,9.392661928770137,22.257288202123988,-0.0,0.0,222.16133215983447,6.756932389247553,4.7284485178709215,102.55940640670259,-0.0,0.0,0.0,False,34.97988043356709,13.509628386004398,5.62040086571715,0.0
663,664,903425280,1396,153575,70,RL,60.0,8730,Pave,None,4,Lvl,AllPub,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,698.0,698.0,GasA,5,Y,FuseA,698,698,0,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,2003.0,Unf,1.0,384.0,3,3,Y,0,0,0,0,259,0,,No,No,0,7,2007,WD ,Normal,70,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,7.241366283322318,8.382171611115961,11.941944326032129,9.074520648833648,20.820862493550873,-0.0,0.0,220.66050404844756,6.548219102762372,4.7241777302392105,153.75483088258844,-0.0,0.0,0.0,False,29.3400451163643,0.0,0.0,0.0
250,251,528235190,1598,201490,60,RL,59.0,9171,Pave,None,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,848.0,848.0,GasA,5,Y,SBrkr,848,750,0,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2004.0,Fin,2.0,433.0,3,3,Y,100,48,0,0,0,0,,No,No,0,7,2006,WD ,Normal,60,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7.37650812632622,8.562501037602598,12.213495031345811,9.123801610558944,21.038515302360192,-0.0,0.0,257.4293093656351,6.742880635791903,4.759912492086907,169.5938797119187,4.042831638531385,4.61512051684126,4.0064388414141625,False,28.953306649176742,0.0,0.0,3.8918202981106265
169,170,902111010,844,111500,30,RM,50.0,5633,Pave,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3,2,0,1,0.0,1,0.0,844.0,844.0,GasA,3,Y,SBrkr,844,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1925.0,Unf,1.0,216.0,3,3,N,50,81,123,0,0,0,,No,No,0,7,2006,WD ,Normal,30,7,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.738152494595957,7.719092776888359,11.62177986988231,8.636397438894713,18.960937124607867,-0.0,0.0,256.46770247503673,6.738152494595957,-0.0,96.0544045791582,3.51109384659297,3.9318256327243257,4.554051564937793,False,25.401336691219907,0.0,0.0,4.406719247264253
2427,611,923252100,816,128500,20,RL,59.0,6490,Pave,None,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,6,534.0,1,0.0,282.0,816.0,GasA,5,Y,SBrkr,816,0,0,0.0,1.0,1,0,2,1,3,4,8,0,0,Attchd,1983.0,Unf,1.0,264.0,3,3,Y,315,0,0,0,0,0,,GdWo,No,0,4,2008,WD ,Normal,20,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,6.704414354964107,7.675105716317107,11.763684183317412,8.778017809698136,19.54765839423775,-0.0,0.0,249.70917679952535,6.704414354964107,-0.0,113.19834060895333,4.884295112509791,5.755742213586912,0.0,False,28.953306649176742,16.953029251030912,6.282266746896006,0.0
2340,524,527165230,1187,185000,20,RL,0.0,7980,Pave,None,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4,3,0,5,935.0,1,0.0,233.0,1168.0,GasA,5,Y,SBrkr,1187,0,0,1.0,0.0,2,0,3,1,3,6,8,0,0,Attchd,1992.0,Fin,2.0,420.0,3,3,Y,483,21,0,0,0,0,,GdPrv,Shed,500,3,2010,WD ,Normal,20,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.079184394609668,8.167026610639558,12.128111104060462,8.984693690443855,20.428612002367263,-0.0,0.0,331.6434685274288,7.079184394609668,-0.0,165.42601004198937,5.184632977490402,6.182084906716632,3.1630575371304688,False,0.0,20.397704722356465,6.841615476477592,3.091042453358316
1837,21,528290140,1671,173000,60,RL,58.0,10852,Pave,None,3,Lvl,AllPub,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,786.0,1,0.0,173.0,959.0,GasA,5,Y,SBrkr,959,712,0,1.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,2000.0,Fin,2.0,472.0,3,3,Y,0,38,0,0,0,0,,No,No,0,2,2006,WD ,Normal,60,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7.421177528595393,8.622318425203535,12.061046873479915,9.292104673778823,21.795178142859093,-0.0,0.0,283.75010857913827,6.8658910748834385,4.734080791154336,181.9603757098182,-0.0,0.0,3.765013783833555,False,28.565072665312325,19.27233492909045,6.668228248417403,3.6635616461296463
924,925,528102030,1932,394617,20,RL,96.0,12444,Pave,None,4,Lvl,AllPub,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,426.0,5,3,PConc,5,3,2,6,1336.0,1,0.0,596.0,1932.0,GasA,5,Y,SBrkr,1932,0,0,1.0,0.0,2,0,2,1,5,7,8,1,4,Attchd,2008.0,Fin,3.0,774.0,3,3,Y,0,66,0,304,0,0,,No,No,0,11,2008,New,Partial,20,11,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7.566311014772463,8.817398130342733,12.885670953244288,9.428993858017527,22.426125582180212,2.818800636759358,6.056784013228625,493.6858120615935,7.566311014772463,-0.0,272.345274778024,-0.0,0.0,4.338690200638743,False,42.46138066684978,22.88895389995233,7.198183577101943,4.204692619390966
1974,158,535126100,1392,110000,20,RL,120.0,13560,Pave,None,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2,2,0,1,0.0,1,0.0,1392.0,1392.0,GasA,4,Y,SBrkr,1392,0,0,1.0,0.0,1,0,2,1,3,5,3,2,3,Attchd,1968.0,RFn,2.0,576.0,3,3,Y,0,0,240,0,0,0,,No,No,0,7,2009,WD ,Normal,20,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,7.238496840894365,8.37835312691211,11.608235644774552,9.514879561494386,22.829247344908,2.6936834515067765,5.37989735354046,380.99943055590523,7.238496840894365,-0.0,214.0529898567165,-0.0,0.0,0.0,False,50.564926671642404,0.0,0.0,0.0
2086,270,527226020,1474,115000,20,RL,0.0,31220,Pave,None,3,Bnk,NoSewr,FR2,3,Gilbert,Feedr,Norm,1Fam,1Story,6,2,1952,1952,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1632.0,1632.0,GasA,3,Y,FuseA,1474,0,0,0.0,0.0,1,0,3,1,3,7,6,2,4,Attchd,1952.0,Unf,2.0,495.0,3,3,Y,0,0,144,0,0,0,,No,Shed,750,5,2008,WD ,Normal,20,5,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,7.295735072749282,8.454604159443207,11.652687407345388,10.348814194069423,27.05189062119509,-0.0,0.0,432.04909576658724,7.295735072749282,-0.0,189.16309988312605,-0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
